air_temp,clearsky_dhi,clearsky_dni,clearsky_ghi,cloud_opacity,dhi,dni,ghi,precipitation_rate,relative_humidity,period_end,period
13,0,0,0,0,0,0,0,0,90.9,2020-01-01T01:00:00+00:00,PT60M
13,3,0,3,1.9,3,0,3,0,90.9,2020-01-01T02:00:00+00:00,PT60M
13,67,35,74,38.5,45,0,45,0,89.7,2020-01-01T03:00:00+00:00,PT60M
13,157,128,205,32.8,138,0,138,0,88,2020-01-01T04:00:00+00:00,PT60M
15,237,220,352,18.9,270,33,289,0,84.7,2020-01-01T05:00:00+00:00,PT60M
18,289,292,474,8,332,165,434,0.1,75.3,2020-01-01T06:00:00+00:00,PT60M
19,314,329,540,30.1,378,0,378,0.1,69.5,2020-01-01T07:00:00+00:00,PT60M
20,309,356,553,52.6,262,0,262,0.2,68,2020-01-01T08:00:00+00:00,PT60M
21,283,322,486,51.8,233,0,233,0.2,66.4,2020-01-01T09:00:00+00:00,PT60M
20,230,153,310,54.7,138,0,138,0.1,71,2020-01-01T10:00:00+00:00,PT60M
20,148,82,178,17.8,139,12,142,0,73.9,2020-01-01T11:00:00+00:00,PT60M
20,61,20,66,4.4,61,6,63,0,74.2,2020-01-01T12:00:00+00:00,PT60M
20,3,0,3,7.8,3,0,3,0,77,2020-01-01T13:00:00+00:00,PT60M
19,0,0,0,7,0,0,0,0,81.9,2020-01-01T14:00:00+00:00,PT60M
17,0,0,0,0,0,0,0,0,88.9,2020-01-01T15:00:00+00:00,PT60M
16,0,0,0,0,0,0,0,0,92.9,2020-01-01T16:00:00+00:00,PT60M
15,0,0,0,0,0,0,0,0,95.6,2020-01-01T17:00:00+00:00,PT60M
15,0,0,0,0,0,0,0,0,97.4,2020-01-01T18:00:00+00:00,PT60M
15,0,0,0,0,0,0,0,0,96.8,2020-01-01T19:00:00+00:00,PT60M
14,0,0,0,0,0,0,0,0,96.8,2020-01-01T20:00:00+00:00,PT60M
14,0,0,0,0,0,0,0,0,97.4,2020-01-01T21:00:00+00:00,PT60M
14,0,0,0,0,0,0,0,0,98.1,2020-01-01T22:00:00+00:00,PT60M
14,0,0,0,0,0,0,0,0,98.1,2020-01-01T23:00:00+00:00,PT60M
14,0,0,0,0,0,0,0,0,96.2,2020-01-02T00:00:00+00:00,PT60M
15,0,0,0,0,0,0,0,0,94.7,2020-01-02T01:00:00+00:00,PT60M
15,3,0,3,3.2,3,0,3,0,93.5,2020-01-02T02:00:00+00:00,PT60M
15,67,42,76,70.2,17,0,17,0,93.2,2020-01-02T03:00:00+00:00,PT60M
15,157,159,217,81.4,42,0,42,0.1,95,2020-01-02T04:00:00+00:00,PT60M
15,231,279,377,79.7,80,0,80,0.1,94.4,2020-01-02T05:00:00+00:00,PT60M
16,269,394,519,67.8,167,0,167,0.1,89.7,2020-01-02T06:00:00+00:00,PT60M
17,280,464,600,59,247,0,247,0.3,88,2020-01-02T07:00:00+00:00,PT60M
18,270,496,611,43.3,347,0,347,0.2,86.1,2020-01-02T08:00:00+00:00,PT60M
19,253,457,542,62.1,207,0,207,0.1,81.7,2020-01-02T09:00:00+00:00,PT60M
19,228,291,381,69.3,117,0,117,0,78.7,2020-01-02T10:00:00+00:00,PT60M
19,156,172,220,65.6,76,0,76,0,76.9,2020-01-02T11:00:00+00:00,PT60M
19,67,53,78,59.5,26,0,26,0,79.7,2020-01-02T12:00:00+00:00,PT60M
19,3,0,3,25.1,3,0,3,0,82.7,2020-01-02T13:00:00+00:00,PT60M
18,0,0,0,42.7,0,0,0,0,84.6,2020-01-02T14:00:00+00:00,PT60M
17,0,0,0,39.2,0,0,0,0,89.5,2020-01-02T15:00:00+00:00,PT60M
16,0,0,0,0.4,0,0,0,0,91.1,2020-01-02T16:00:00+00:00,PT60M
16,0,0,0,0,0,0,0,0,89.9,2020-01-02T17:00:00+00:00,PT60M
16,0,0,0,0,0,0,0,0,89.1,2020-01-02T18:00:00+00:00,PT60M
16,0,0,0,0,0,0,0,0,87.9,2020-01-02T19:00:00+00:00,PT60M
15,0,0,0,0,0,0,0,0,88.7,2020-01-02T20:00:00+00:00,PT60M
15,0,0,0,0,0,0,0,0,89.6,2020-01-02T21:00:00+00:00,PT60M
14,0,0,0,0,0,0,0,0,91,2020-01-02T22:00:00+00:00,PT60M
14,0,0,0,34.1,0,0,0,0,92.5,2020-01-02T23:00:00+00:00,PT60M
14,0,0,0,18.7,0,0,0,0,91.3,2020-01-03T00:00:00+00:00,PT60M
14,0,0,0,0,0,0,0,0,90.1,2020-01-03T01:00:00+00:00,PT60M
14,3,1,4,3.2,3,0,3,0,90.1,2020-01-03T02:00:00+00:00,PT60M
14,69,99,89,53.4,40,0,40,0,88.9,2020-01-03T03:00:00+00:00,PT60M
14,151,275,254,63.8,91,0,91,0,86.9,2020-01-03T04:00:00+00:00,PT60M
15,212,407,425,69.9,126,0,126,0,81.5,2020-01-03T05:00:00+00:00,PT60M
17,251,480,554,71.4,159,0,159,0,71.4,2020-01-03T06:00:00+00:00,PT60M
19,279,486,614,70.3,182,0,182,0,64.8,2020-01-03T07:00:00+00:00,PT60M
19,273,505,622,57.5,264,0,264,0,58.8,2020-01-03T08:00:00+00:00,PT60M
21,254,473,554,45.4,302,0,302,0,52.4,2020-01-03T09:00:00+00:00,PT60M
21,225,340,404,25.1,298,5,300,0,56.6,2020-01-03T10:00:00+00:00,PT60M
20,157,221,240,16.8,194,14,200,0,62.9,2020-01-03T11:00:00+00:00,PT60M
20,70,77,86,10.1,75,5,75,0,63.5,2020-01-03T12:00:00+00:00,PT60M
20,4,1,4,21.4,4,1,4,0,64.1,2020-01-03T13:00:00+00:00,PT60M
19,0,0,0,33.4,0,0,0,0,65.2,2020-01-03T14:00:00+00:00,PT60M
17,0,0,0,38.5,0,0,0,0,72.3,2020-01-03T15:00:00+00:00,PT60M
15,0,0,0,0.4,0,0,0,0,78.1,2020-01-03T16:00:00+00:00,PT60M
14,0,0,0,0,0,0,0,0,79.3,2020-01-03T17:00:00+00:00,PT60M
13,0,0,0,0,0,0,0,0,81.2,2020-01-03T18:00:00+00:00,PT60M
13,0,0,0,0,0,0,0,0,80.9,2020-01-03T19:00:00+00:00,PT60M
13,0,0,0,0.4,0,0,0,0,80.9,2020-01-03T20:00:00+00:00,PT60M
12,0,0,0,20.8,0,0,0,0,81.9,2020-01-03T21:00:00+00:00,PT60M
12,0,0,0,0.4,0,0,0,0,82.7,2020-01-03T22:00:00+00:00,PT60M
12,0,0,0,0,0,0,0,0,83,2020-01-03T23:00:00+00:00,PT60M
12,0,0,0,0,0,0,0,0,81.9,2020-01-04T00:00:00+00:00,PT60M
13,0,0,0,0,0,0,0,0,82.2,2020-01-04T01:00:00+00:00,PT60M
12,3,1,3,1.7,3,0,3,0,83.3,2020-01-04T02:00:00+00:00,PT60M
13,69,98,89,43.6,49,0,49,0,81.7,2020-01-04T03:00:00+00:00,PT60M
13,153,266,252,25.5,187,8,190,0,79.6,2020-01-04T04:00:00+00:00,PT60M
14,218,390,422,8.6,257,243,388,0,75.4,2020-01-04T05:00:00+00:00,PT60M
16,259,465,552,0,259,465,552,0,67.3,2020-01-04T06:00:00+00:00,PT60M
18,281,489,618,0,281,489,618,0,63.8,2020-01-04T07:00:00+00:00,PT60M
19,279,497,622,0,279,497,622,0,59.6,2020-01-04T08:00:00+00:00,PT60M
20,256,478,560,1.1,264,456,554,0,54,2020-01-04T09:00:00+00:00,PT60M
20,211,431,438,4,231,358,422,0,56.5,2020-01-04T10:00:00+00:00,PT60M
20,150,323,271,7.2,171,212,253,0,60.1,2020-01-04T11:00:00+00:00,PT60M
19,71,148,101,1.4,74,129,99,0,59.7,2020-01-04T12:00:00+00:00,PT60M
19,4,3,5,0,4,3,5,0,60,2020-01-04T13:00:00+00:00,PT60M
18,0,0,0,0,0,0,0,0,62.7,2020-01-04T14:00:00+00:00,PT60M
16,0,0,0,0,0,0,0,0,70,2020-01-04T15:00:00+00:00,PT60M
15,0,0,0,0,0,0,0,0,76.4,2020-01-04T16:00:00+00:00,PT60M
14,0,0,0,0,0,0,0,0,80,2020-01-04T17:00:00+00:00,PT60M
13,0,0,0,0,0,0,0,0,83.6,2020-01-04T18:00:00+00:00,PT60M
13,0,0,0,0,0,0,0,0,85,2020-01-04T19:00:00+00:00,PT60M
12,0,0,0,0,0,0,0,0,87,2020-01-04T20:00:00+00:00,PT60M
11,0,0,0,0,0,0,0,0,88.7,2020-01-04T21:00:00+00:00,PT60M
11,0,0,0,0,0,0,0,0,91.1,2020-01-04T22:00:00+00:00,PT60M
10,0,0,0,0,0,0,0,0,92.9,2020-01-04T23:00:00+00:00,PT60M
10,0,0,0,0,0,0,0,0,92,2020-01-05T00:00:00+00:00,PT60M
11,0,0,0,0,0,0,0,0,90.7,2020-01-05T01:00:00+00:00,PT60M
11,4,5,4,0.9,4,1,4,0,89.8,2020-01-05T02:00:00+00:00,PT60M
11,64,256,114,17.4,81,60,95,0,88.1,2020-01-05T03:00:00+00:00,PT60M
11,120,520,312,0.9,123,502,309,0,86.6,2020-01-05T04:00:00+00:00,PT60M
13,151,664,498,0,151,664,498,0,75.2,2020-01-05T05:00:00+00:00,PT60M
17,172,729,633,0,172,729,633,0,58.9,2020-01-05T06:00:00+00:00,PT60M
19,193,731,698,0,193,731,698,0,52.7,2020-01-05T07:00:00+00:00,PT60M
20,195,728,699,0,195,728,699,0,47.7,2020-01-05T08:00:00+00:00,PT60M
21,181,709,631,0,181,709,631,0,42.4,2020-01-05T09:00:00+00:00,PT60M
21,153,664,503,0.8,158,646,499,0,45.5,2020-01-05T10:00:00+00:00,PT60M
21,119,539,321,0.8,123,523,319,0,49.8,2020-01-05T11:00:00+00:00,PT60M
21,65,297,124,0,65,297,124,0,48.6,2020-01-05T12:00:00+00:00,PT60M
20,5,10,6,0,5,10,6,0,49.1,2020-01-05T13:00:00+00:00,PT60M
19,0,0,0,0,0,0,0,0,53.8,2020-01-05T14:00:00+00:00,PT60M
17,0,0,0,0,0,0,0,0,62.6,2020-01-05T15:00:00+00:00,PT60M
15,0,0,0,0,0,0,0,0,68.2,2020-01-05T16:00:00+00:00,PT60M
14,0,0,0,0,0,0,0,0,70.5,2020-01-05T17:00:00+00:00,PT60M
13,0,0,0,0,0,0,0,0,73.2,2020-01-05T18:00:00+00:00,PT60M
13,0,0,0,0,0,0,0,0,73.9,2020-01-05T19:00:00+00:00,PT60M
13,0,0,0,0,0,0,0,0,74.6,2020-01-05T20:00:00+00:00,PT60M
12,0,0,0,0,0,0,0,0,74.5,2020-01-05T21:00:00+00:00,PT60M
12,0,0,0,0,0,0,0,0,77.2,2020-01-05T22:00:00+00:00,PT60M
11,0,0,0,0,0,0,0,0,80.9,2020-01-05T23:00:00+00:00,PT60M
11,0,0,0,0,0,0,0,0,80.4,2020-01-06T00:00:00+00:00,PT60M
12,0,0,0,0,0,0,0,0,80.2,2020-01-06T01:00:00+00:00,PT60M
12,4,8,4,0.3,4,6,4,0,79.7,2020-01-06T02:00:00+00:00,PT60M
12,58,330,121,4.2,62,272,117,0,78.9,2020-01-06T03:00:00+00:00,PT60M
13,100,608,323,0,100,608,323,0,79,2020-01-06T04:00:00+00:00,PT60M
15,122,738,508,0,122,738,508,0,67.9,2020-01-06T05:00:00+00:00,PT60M
19,130,813,645,0,130,813,645,0,51.1,2020-01-06T06:00:00+00:00,PT60M
21,126,860,721,0,126,860,721,0,43.9,2020-01-06T07:00:00+00:00,PT60M
22,125,865,725,0,125,865,725,0,39.4,2020-01-06T08:00:00+00:00,PT60M
24,124,834,656,0,124,834,656,0,34.8,2020-01-06T09:00:00+00:00,PT60M
24,130,729,516,3.5,157,642,498,0,38.3,2020-01-06T10:00:00+00:00,PT60M
24,107,599,333,1.3,115,568,328,0,43.1,2020-01-06T11:00:00+00:00,PT60M
23,62,346,131,0,62,346,131,0,45.9,2020-01-06T12:00:00+00:00,PT60M
23,5,14,7,0,5,14,7,0,49.3,2020-01-06T13:00:00+00:00,PT60M
21,0,0,0,0,0,0,0,0,52,2020-01-06T14:00:00+00:00,PT60M
18,0,0,0,0,0,0,0,0,59.9,2020-01-06T15:00:00+00:00,PT60M
17,0,0,0,0,0,0,0,0,66.6,2020-01-06T16:00:00+00:00,PT60M
16,0,0,0,0,0,0,0,0,69.6,2020-01-06T17:00:00+00:00,PT60M
15,0,0,0,0,0,0,0,0,71.7,2020-01-06T18:00:00+00:00,PT60M
15,0,0,0,0,0,0,0,0,70.8,2020-01-06T19:00:00+00:00,PT60M
15,0,0,0,0,0,0,0,0,70.8,2020-01-06T20:00:00+00:00,PT60M
15,0,0,0,0,0,0,0,0,71.2,2020-01-06T21:00:00+00:00,PT60M
14,0,0,0,0,0,0,0,0,73.6,2020-01-06T22:00:00+00:00,PT60M
14,0,0,0,0,0,0,0,0,77.1,2020-01-06T23:00:00+00:00,PT60M
14,0,0,0,0,0,0,0,0,79.2,2020-01-07T00:00:00+00:00,PT60M
14,0,0,0,0,0,0,0,0,80.3,2020-01-07T01:00:00+00:00,PT60M
15,3,2,3,0.7,3,0,3,0,79.8,2020-01-07T02:00:00+00:00,PT60M
15,66,154,96,18.2,76,10,79,0,77.5,2020-01-07T03:00:00+00:00,PT60M
16,141,345,268,23,194,28,204,0,75.9,2020-01-07T04:00:00+00:00,PT60M
18,198,452,434,20.2,296,97,345,0,72.4,2020-01-07T05:00:00+00:00,PT60M
22,239,500,556,19.3,361,139,448,0,61.7,2020-01-07T06:00:00+00:00,PT60M
24,270,491,610,24.7,415,65,460,0,55.2,2020-01-07T07:00:00+00:00,PT60M
25,280,462,601,13.7,370,213,519,0,53.6,2020-01-07T08:00:00+00:00,PT60M
26,264,415,530,0.2,266,411,529,0,51.4,2020-01-07T09:00:00+00:00,PT60M
25,217,377,418,3.6,236,313,403,0.1,55.6,2020-01-07T10:00:00+00:00,PT60M
25,155,258,254,7.1,172,164,238,0,60.3,2020-01-07T11:00:00+00:00,PT60M
25,73,92,92,14.4,74,18,77,0,61.6,2020-01-07T12:00:00+00:00,PT60M
25,5,1,5,46.1,3,0,3,0,62.2,2020-01-07T13:00:00+00:00,PT60M
24,0,0,0,62.3,0,0,0,0,63.2,2020-01-07T14:00:00+00:00,PT60M
22,0,0,0,59.4,0,0,0,0,70.2,2020-01-07T15:00:00+00:00,PT60M
21,0,0,0,0.5,0,0,0,0,75.4,2020-01-07T16:00:00+00:00,PT60M
20,0,0,0,0,0,0,0,0,76.1,2020-01-07T17:00:00+00:00,PT60M
20,0,0,0,0,0,0,0,0,77.7,2020-01-07T18:00:00+00:00,PT60M
19,0,0,0,0,0,0,0,0,78.2,2020-01-07T19:00:00+00:00,PT60M
19,0,0,0,0,0,0,0,0,80.4,2020-01-07T20:00:00+00:00,PT60M
18,0,0,0,0,0,0,0,0,82.9,2020-01-07T21:00:00+00:00,PT60M
17,0,0,0,0,0,0,0,0,86.1,2020-01-07T22:00:00+00:00,PT60M
16,0,0,0,0,0,0,0,0,89.7,2020-01-07T23:00:00+00:00,PT60M
17,0,0,0,0,0,0,0,0,88.5,2020-01-08T00:00:00+00:00,PT60M
17,0,0,0,0,0,0,0,0,86.6,2020-01-08T01:00:00+00:00,PT60M
17,3,0,3,1.4,3,0,3,0,86.3,2020-01-08T02:00:00+00:00,PT60M
17,62,26,68,27.2,48,0,48,0,86.1,2020-01-08T03:00:00+00:00,PT60M
18,152,107,192,32.9,131,0,131,0.1,85.9,2020-01-08T04:00:00+00:00,PT60M
19,233,198,338,31.6,233,0,233,0.1,83,2020-01-08T05:00:00+00:00,PT60M
22,287,286,470,4.8,311,214,448,0.1,74.3,2020-01-08T06:00:00+00:00,PT60M
24,304,380,568,15.6,377,146,477,0.1,69.1,2020-01-08T07:00:00+00:00,PT60M
24,298,415,587,21,423,58,463,0.1,66.7,2020-01-08T08:00:00+00:00,PT60M
25,274,394,527,16.6,369,110,441,0,62.6,2020-01-08T09:00:00+00:00,PT60M
24,234,302,396,8.2,271,175,360,0,59,2020-01-08T10:00:00+00:00,PT60M
24,163,207,243,2.3,170,174,236,0,56.2,2020-01-08T11:00:00+00:00,PT60M
24,75,85,93,0,75,85,93,0,55.6,2020-01-08T12:00:00+00:00,PT60M
23,5,2,5,0,5,2,5,0,55.7,2020-01-08T13:00:00+00:00,PT60M
23,0,0,0,0,0,0,0,0,57.9,2020-01-08T14:00:00+00:00,PT60M
20,0,0,0,0,0,0,0,0,64.1,2020-01-08T15:00:00+00:00,PT60M
18,0,0,0,0,0,0,0,0,68.4,2020-01-08T16:00:00+00:00,PT60M
16,0,0,0,0,0,0,0,0,69.7,2020-01-08T17:00:00+00:00,PT60M
15,0,0,0,0,0,0,0,0,72.1,2020-01-08T18:00:00+00:00,PT60M
15,0,0,0,0,0,0,0,0,73.8,2020-01-08T19:00:00+00:00,PT60M
15,0,0,0,0,0,0,0,0,75.4,2020-01-08T20:00:00+00:00,PT60M
14,0,0,0,0,0,0,0,0,76.3,2020-01-08T21:00:00+00:00,PT60M
13,0,0,0,0,0,0,0,0,79.6,2020-01-08T22:00:00+00:00,PT60M
12,0,0,0,0,0,0,0,0,83.6,2020-01-08T23:00:00+00:00,PT60M
12,0,0,0,0,0,0,0,0,83.5,2020-01-09T00:00:00+00:00,PT60M
11,0,0,0,0,0,0,0,0,83.2,2020-01-09T01:00:00+00:00,PT60M
11,4,7,4,1,4,1,4,0,83.2,2020-01-09T02:00:00+00:00,PT60M
11,60,321,122,13.2,77,138,107,0,82.3,2020-01-09T03:00:00+00:00,PT60M
11,107,611,332,0.1,107,610,331,0,79.9,2020-01-09T04:00:00+00:00,PT60M
13,130,756,526,0,130,756,526,0,68,2020-01-09T05:00:00+00:00,PT60M
16,143,826,668,0,143,826,668,0,53.1,2020-01-09T06:00:00+00:00,PT60M
18,145,866,747,0,145,866,747,0,47.4,2020-01-09T07:00:00+00:00,PT60M
19,140,879,754,0,140,879,754,0,42.9,2020-01-09T08:00:00+00:00,PT60M
20,134,858,686,0,134,858,686,0,37.7,2020-01-09T09:00:00+00:00,PT60M
20,122,800,551,2.5,142,735,538,0,39.1,2020-01-09T10:00:00+00:00,PT60M
19,100,684,363,2,113,635,355,0,41.9,2020-01-09T11:00:00+00:00,PT60M
19,62,437,150,0,62,437,150,0,41.7,2020-01-09T12:00:00+00:00,PT60M
18,6,29,9,0,6,29,9,0,41.1,2020-01-09T13:00:00+00:00,PT60M
17,0,0,0,0,0,0,0,0,42.3,2020-01-09T14:00:00+00:00,PT60M
15,0,0,0,0,0,0,0,0,47,2020-01-09T15:00:00+00:00,PT60M
13,0,0,0,0,0,0,0,0,50.4,2020-01-09T16:00:00+00:00,PT60M
12,0,0,0,0,0,0,0,0,54,2020-01-09T17:00:00+00:00,PT60M
11,0,0,0,0,0,0,0,0,58.3,2020-01-09T18:00:00+00:00,PT60M
11,0,0,0,0,0,0,0,0,59.7,2020-01-09T19:00:00+00:00,PT60M
11,0,0,0,0,0,0,0,0,61.9,2020-01-09T20:00:00+00:00,PT60M
10,0,0,0,0,0,0,0,0,64.3,2020-01-09T21:00:00+00:00,PT60M
9,0,0,0,0,0,0,0,0,68.5,2020-01-09T22:00:00+00:00,PT60M
8,0,0,0,0,0,0,0,0,73.3,2020-01-09T23:00:00+00:00,PT60M
8,0,0,0,0,0,0,0,0,77.2,2020-01-10T00:00:00+00:00,PT60M
8,0,0,0,0,0,0,0,0,80.5,2020-01-10T01:00:00+00:00,PT60M
8,3,12,5,0.6,4,9,4,0,81.4,2020-01-10T02:00:00+00:00,PT60M
8,55,416,132,9.3,68,266,122,0,81.7,2020-01-10T03:00:00+00:00,PT60M
9,93,691,346,0,93,691,346,0,79.5,2020-01-10T04:00:00+00:00,PT60M
11,110,823,541,0,110,823,541,0,67.6,2020-01-10T05:00:00+00:00,PT60M
14,121,881,682,0,121,881,682,0,52.3,2020-01-10T06:00:00+00:00,PT60M
16,130,897,755,0,130,897,755,0,45.9,2020-01-10T07:00:00+00:00,PT60M
18,126,906,760,0,126,906,760,0,41.5,2020-01-10T08:00:00+00:00,PT60M
19,116,892,693,0,116,892,693,0,37,2020-01-10T09:00:00+00:00,PT60M
19,110,830,557,3.6,141,733,537,0,39.4,2020-01-10T10:00:00+00:00,PT60M
19,89,731,371,3.1,108,653,358,0,42.9,2020-01-10T11:00:00+00:00,PT60M
19,57,494,158,0,57,494,158,0,43,2020-01-10T12:00:00+00:00,PT60M
18,7,39,10,0,7,39,10,0,44,2020-01-10T13:00:00+00:00,PT60M
17,0,0,0,0,0,0,0,0,46.8,2020-01-10T14:00:00+00:00,PT60M
15,0,0,0,0,0,0,0,0,55.1,2020-01-10T15:00:00+00:00,PT60M
13,0,0,0,0,0,0,0,0,62,2020-01-10T16:00:00+00:00,PT60M
12,0,0,0,0,0,0,0,0,64.4,2020-01-10T17:00:00+00:00,PT60M
11,0,0,0,0,0,0,0,0,67.6,2020-01-10T18:00:00+00:00,PT60M
11,0,0,0,0,0,0,0,0,69.2,2020-01-10T19:00:00+00:00,PT60M
10,0,0,0,0,0,0,0,0,72.6,2020-01-10T20:00:00+00:00,PT60M
9,0,0,0,0,0,0,0,0,75.3,2020-01-10T21:00:00+00:00,PT60M
9,0,0,0,0,0,0,0,0,79.2,2020-01-10T22:00:00+00:00,PT60M
8,0,0,0,0,0,0,0,0,83.3,2020-01-10T23:00:00+00:00,PT60M
8,0,0,0,0,0,0,0,0,81.4,2020-01-11T00:00:00+00:00,PT60M
8,0,0,0,0,0,0,0,0,78.9,2020-01-11T01:00:00+00:00,PT60M
9,3,9,4,0.6,4,6,4,0,76.5,2020-01-11T02:00:00+00:00,PT60M
9,58,349,123,12.5,75,164,109,0,73.7,2020-01-11T03:00:00+00:00,PT60M
10,105,605,327,0.1,105,603,326,0,72.3,2020-01-11T04:00:00+00:00,PT60M
13,132,727,513,0,132,727,513,0,62.5,2020-01-11T05:00:00+00:00,PT60M
17,152,777,647,0,152,777,647,0,49.3,2020-01-11T06:00:00+00:00,PT60M
19,171,779,715,0,171,779,715,0,45.7,2020-01-11T07:00:00+00:00,PT60M
21,173,774,716,0,173,774,716,0,45.8,2020-01-11T08:00:00+00:00,PT60M
22,166,743,648,0,166,743,648,0,44.7,2020-01-11T09:00:00+00:00,PT60M
22,154,660,512,0.2,156,656,511,0,49.8,2020-01-11T10:00:00+00:00,PT60M
22,123,531,330,0.6,126,519,328,0,55.3,2020-01-11T11:00:00+00:00,PT60M
22,70,297,133,0,70,297,133,0,55.1,2020-01-11T12:00:00+00:00,PT60M
21,7,17,8,0,7,17,8,0,56.5,2020-01-11T13:00:00+00:00,PT60M
20,0,0,0,0,0,0,0,0,61.5,2020-01-11T14:00:00+00:00,PT60M
18,0,0,0,0,0,0,0,0,70,2020-01-11T15:00:00+00:00,PT60M
16,0,0,0,0,0,0,0,0,74.4,2020-01-11T16:00:00+00:00,PT60M
15,0,0,0,0,0,0,0,0,74.5,2020-01-11T17:00:00+00:00,PT60M
14,0,0,0,0,0,0,0,0,74,2020-01-11T18:00:00+00:00,PT60M
14,0,0,0,0,0,0,0,0,71.4,2020-01-11T19:00:00+00:00,PT60M
14,0,0,0,0,0,0,0,0,70.3,2020-01-11T20:00:00+00:00,PT60M
13,0,0,0,0,0,0,0,0,70.2,2020-01-11T21:00:00+00:00,PT60M
12,0,0,0,0,0,0,0,0,72,2020-01-11T22:00:00+00:00,PT60M
11,0,0,0,0,0,0,0,0,74.3,2020-01-11T23:00:00+00:00,PT60M
11,0,0,0,0,0,0,0,0,73.6,2020-01-12T00:00:00+00:00,PT60M
11,0,0,0,0,0,0,0,0,72.3,2020-01-12T01:00:00+00:00,PT60M
12,3,5,4,0.2,3,4,4,0,69.5,2020-01-12T02:00:00+00:00,PT60M
12,60,280,113,13.9,77,97,98,0,66.6,2020-01-12T03:00:00+00:00,PT60M
13,112,543,312,0.1,112,541,311,0,66,2020-01-12T04:00:00+00:00,PT60M
17,142,676,498,0,142,676,498,0,57.3,2020-01-12T05:00:00+00:00,PT60M
21,159,747,636,0,159,747,636,0,44.2,2020-01-12T06:00:00+00:00,PT60M
22,163,785,713,0,163,785,713,0,41.1,2020-01-12T07:00:00+00:00,PT60M
24,163,789,718,0,163,789,718,0,42.2,2020-01-12T08:00:00+00:00,PT60M
25,152,771,654,0,152,771,654,0,41.8,2020-01-12T09:00:00+00:00,PT60M
25,137,711,524,0,137,711,524,0,48.2,2020-01-12T10:00:00+00:00,PT60M
24,112,589,343,0,112,589,343,0,54.8,2020-01-12T11:00:00+00:00,PT60M
24,68,341,140,0,68,341,140,0,55.5,2020-01-12T12:00:00+00:00,PT60M
24,7,22,9,0,7,22,9,0,57.4,2020-01-12T13:00:00+00:00,PT60M
23,0,0,0,0,0,0,0,0,60.8,2020-01-12T14:00:00+00:00,PT60M
20,0,0,0,0,0,0,0,0,66.5,2020-01-12T15:00:00+00:00,PT60M
19,0,0,0,0,0,0,0,0,69.1,2020-01-12T16:00:00+00:00,PT60M
18,0,0,0,0,0,0,0,0,69.4,2020-01-12T17:00:00+00:00,PT60M
17,0,0,0,0,0,0,0,0,70.3,2020-01-12T18:00:00+00:00,PT60M
17,0,0,0,0,0,0,0,0,69.3,2020-01-12T19:00:00+00:00,PT60M
16,0,0,0,0,0,0,0,0,70.3,2020-01-12T20:00:00+00:00,PT60M
15,0,0,0,0,0,0,0,0,70.8,2020-01-12T21:00:00+00:00,PT60M
15,0,0,0,0,0,0,0,0,72,2020-01-12T22:00:00+00:00,PT60M
15,0,0,0,0,0,0,0,0,73.7,2020-01-12T23:00:00+00:00,PT60M
15,0,0,0,0,0,0,0,0,70.2,2020-01-13T00:00:00+00:00,PT60M
16,0,0,0,0,0,0,0,0,66.6,2020-01-13T01:00:00+00:00,PT60M
16,3,2,3,0.9,3,0,3,0,64.6,2020-01-13T02:00:00+00:00,PT60M
16,66,139,93,20.1,74,2,74,0,64.9,2020-01-13T03:00:00+00:00,PT60M
16,145,316,262,12,179,137,232,0,67.8,2020-01-13T04:00:00+00:00,PT60M
19,211,411,427,9.3,260,243,385,0,66.5,2020-01-13T05:00:00+00:00,PT60M
24,259,453,549,2.6,275,404,535,0,57.2,2020-01-13T06:00:00+00:00,PT60M
25,289,452,606,4.1,321,371,582,0,51.2,2020-01-13T07:00:00+00:00,PT60M
26,295,437,604,19.3,400,124,488,0,50.8,2020-01-13T08:00:00+00:00,PT60M
27,278,394,536,4.7,307,312,509,0,49.3,2020-01-13T09:00:00+00:00,PT60M
26,236,320,411,21.1,249,144,333,0,53.5,2020-01-13T10:00:00+00:00,PT60M
25,168,195,246,35.8,142,16,147,0,58.7,2020-01-13T11:00:00+00:00,PT60M
25,78,62,93,4.8,83,25,88,0,58,2020-01-13T12:00:00+00:00,PT60M
25,7,1,7,3,6,0,6,0,59.5,2020-01-13T13:00:00+00:00,PT60M
24,0,0,0,0,0,0,0,0,64.8,2020-01-13T14:00:00+00:00,PT60M
22,0,0,0,0,0,0,0,0,76.2,2020-01-13T15:00:00+00:00,PT60M
20,0,0,0,0,0,0,0,0,86.1,2020-01-13T16:00:00+00:00,PT60M
19,0,0,0,0,0,0,0,0,88.5,2020-01-13T17:00:00+00:00,PT60M
18,0,0,0,0,0,0,0,0,89.5,2020-01-13T18:00:00+00:00,PT60M
18,0,0,0,0,0,0,0,0,89.5,2020-01-13T19:00:00+00:00,PT60M
17,0,0,0,0,0,0,0,0,91.2,2020-01-13T20:00:00+00:00,PT60M
17,0,0,0,0,0,0,0,0,91.2,2020-01-13T21:00:00+00:00,PT60M
16,0,0,0,0,0,0,0,0,91.7,2020-01-13T22:00:00+00:00,PT60M
15,0,0,0,0,0,0,0,0,94.7,2020-01-13T23:00:00+00:00,PT60M
16,0,0,0,0,0,0,0,0,93.8,2020-01-14T00:00:00+00:00,PT60M
