air_temp,clearsky_dhi,clearsky_dni,clearsky_ghi,cloud_opacity,dhi,dni,ghi,precipitation_rate,relative_humidity,period_end,period
23,0,0,0,0,0,0,0,0,84.2,2023-10-10T00:00:00+00:00,PT60M
23,0,0,0,0,0,0,0,0,82.2,2023-10-10T01:00:00+00:00,PT60M
24,53,158,83,5,54,127,81,0,79.6,2023-10-10T02:00:00+00:00,PT60M
25,119,458,293,0,119,458,293,0,74,2023-10-10T03:00:00+00:00,PT60M
26,153,634,514,0,153,634,514,0,68,2023-10-10T04:00:00+00:00,PT60M
27,170,727,697,0,170,727,697,0,57,2023-10-10T05:00:00+00:00,PT60M
30,181,771,819,0,181,771,819,0,45.6,2023-10-10T06:00:00+00:00,PT60M
32,188,781,870,0,188,781,870,0,40.8,2023-10-10T07:00:00+00:00,PT60M
34,186,774,848,0,186,774,848,0,37.4,2023-10-10T08:00:00+00:00,PT60M
35,182,735,753,0,182,735,753,0,34.3,2023-10-10T09:00:00+00:00,PT60M
34,186,619,585,0,186,619,585,0,36.5,2023-10-10T10:00:00+00:00,PT60M
33,152,487,379,0,152,487,379,0,38.9,2023-10-10T11:00:00+00:00,PT60M
33,90,266,161,0,90,266,161,0,37.2,2023-10-10T12:00:00+00:00,PT60M
32,13,21,16,0,13,21,16,0,37.2,2023-10-10T13:00:00+00:00,PT60M
31,0,0,0,0,0,0,0,0,41.7,2023-10-10T14:00:00+00:00,PT60M
29,0,0,0,0,0,0,0,0,49.4,2023-10-10T15:00:00+00:00,PT60M
27,0,0,0,0,0,0,0,0,54.5,2023-10-10T16:00:00+00:00,PT60M
26,0,0,0,0,0,0,0,0,59.4,2023-10-10T17:00:00+00:00,PT60M
25,0,0,0,0,0,0,0,0,65.1,2023-10-10T18:00:00+00:00,PT60M
25,0,0,0,0,0,0,0,0,67,2023-10-10T19:00:00+00:00,PT60M
24,0,0,0,0,0,0,0,0,70.5,2023-10-10T20:00:00+00:00,PT60M
23,0,0,0,0,0,0,0,0,74.7,2023-10-10T21:00:00+00:00,PT60M
22,0,0,0,0,0,0,0,0,77.9,2023-10-10T22:00:00+00:00,PT60M
21,0,0,0,0,0,0,0,0,80,2023-10-10T23:00:00+00:00,PT60M
22,0,0,0,0,0,0,0,0,78.1,2023-10-11T00:00:00+00:00,PT60M
23,0,0,0,0,0,0,0,0,76.5,2023-10-11T01:00:00+00:00,PT60M
23,52,173,85,4.3,54,142,83,0,73.8,2023-10-11T02:00:00+00:00,PT60M
24,117,476,296,0,117,476,296,0,67.5,2023-10-11T03:00:00+00:00,PT60M
25,153,642,517,0,153,642,517,0,62.6,2023-10-11T04:00:00+00:00,PT60M
27,173,726,698,0,173,726,698,0,52.6,2023-10-11T05:00:00+00:00,PT60M
30,184,770,819,0,184,770,819,0,40.6,2023-10-11T06:00:00+00:00,PT60M
32,184,791,872,0,184,791,872,0,36,2023-10-11T07:00:00+00:00,PT60M
33,182,784,850,0,182,784,850,0,32.8,2023-10-11T08:00:00+00:00,PT60M
34,176,748,755,0,176,748,755,0,30.1,2023-10-11T09:00:00+00:00,PT60M
33,154,695,599,0,154,695,599,0,34.1,2023-10-11T10:00:00+00:00,PT60M
32,126,581,394,0,126,581,394,0,38.7,2023-10-11T11:00:00+00:00,PT60M
32,79,361,172,0,79,361,172,0,37.3,2023-10-11T12:00:00+00:00,PT60M
32,13,36,16,0.8,13,33,16,0,37,2023-10-11T13:00:00+00:00,PT60M
31,0,0,0,0,0,0,0,0,40.9,2023-10-11T14:00:00+00:00,PT60M
28,0,0,0,0,0,0,0,0,48.1,2023-10-11T15:00:00+00:00,PT60M
27,0,0,0,0,0,0,0,0,53.1,2023-10-11T16:00:00+00:00,PT60M
26,0,0,0,0,0,0,0,0,56.5,2023-10-11T17:00:00+00:00,PT60M
25,0,0,0,0,0,0,0,0,60.5,2023-10-11T18:00:00+00:00,PT60M
24,0,0,0,0,0,0,0,0,62.9,2023-10-11T19:00:00+00:00,PT60M
23,0,0,0,0,0,0,0,0,66.5,2023-10-11T20:00:00+00:00,PT60M
23,0,0,0,0,0,0,0,0,69.8,2023-10-11T21:00:00+00:00,PT60M
22,0,0,0,0,0,0,0,0,73.9,2023-10-11T22:00:00+00:00,PT60M
21,0,0,0,0,0,0,0,0,76.6,2023-10-11T23:00:00+00:00,PT60M
22,0,0,0,0,0,0,0,0,73.7,2023-10-12T00:00:00+00:00,PT60M
22,0,0,0,0,0,0,0,0,72.4,2023-10-12T01:00:00+00:00,PT60M
23,50,189,85,5,52,153,82,0,70.3,2023-10-12T02:00:00+00:00,PT60M
25,113,485,294,0,113,485,294,0,65,2023-10-12T03:00:00+00:00,PT60M
25,150,639,511,0,150,639,511,0,59.6,2023-10-12T04:00:00+00:00,PT60M
28,174,714,688,0,174,714,688,0,49.1,2023-10-12T05:00:00+00:00,PT60M
31,191,748,805,0,191,748,805,0,38.8,2023-10-12T06:00:00+00:00,PT60M
33,202,751,853,0,202,751,853,0,35.4,2023-10-12T07:00:00+00:00,PT60M
34,198,746,831,0,198,746,831,0,33.1,2023-10-12T08:00:00+00:00,PT60M
35,194,702,734,1.4,209,669,724,0,30.6,2023-10-12T09:00:00+00:00,PT60M
34,200,566,561,4.4,234,472,536,0,35.1,2023-10-12T10:00:00+00:00,PT60M
32,158,434,358,10.7,197,260,325,0,39.3,2023-10-12T11:00:00+00:00,PT60M
32,89,226,148,18.4,115,15,119,0,35.6,2023-10-12T12:00:00+00:00,PT60M
32,12,15,13,14.2,11,0,11,0,35.2,2023-10-12T13:00:00+00:00,PT60M
31,0,0,0,2.9,0,0,0,0,41.4,2023-10-12T14:00:00+00:00,PT60M
29,0,0,0,0,0,0,0,0,47.4,2023-10-12T15:00:00+00:00,PT60M
28,0,0,0,0,0,0,0,0,49.8,2023-10-12T16:00:00+00:00,PT60M
27,0,0,0,0,0,0,0,0,50.3,2023-10-12T17:00:00+00:00,PT60M
26,0,0,0,0,0,0,0,0,52.2,2023-10-12T18:00:00+00:00,PT60M
25,0,0,0,0,0,0,0,0,53.6,2023-10-12T19:00:00+00:00,PT60M
24,0,0,0,0,0,0,0,0,55.4,2023-10-12T20:00:00+00:00,PT60M
24,0,0,0,0,0,0,0,0,58,2023-10-12T21:00:00+00:00,PT60M
23,0,0,0,0,0,0,0,0,59.3,2023-10-12T22:00:00+00:00,PT60M
23,0,0,0,0,0,0,0,0,59.4,2023-10-12T23:00:00+00:00,PT60M
24,0,0,0,0,0,0,0,0,56.1,2023-10-13T00:00:00+00:00,PT60M
24,0,0,0,0,0,0,0,0,54.2,2023-10-13T01:00:00+00:00,PT60M
25,50,174,81,11.8,61,53,70,0,54,2023-10-13T02:00:00+00:00,PT60M
25,113,470,288,14.7,158,227,251,0,53.6,2023-10-13T03:00:00+00:00,PT60M
26,154,621,503,0,154,621,503,0,52.9,2023-10-13T04:00:00+00:00,PT60M
29,180,698,681,0,180,698,681,0,46.7,2023-10-13T05:00:00+00:00,PT60M
32,197,737,801,0.4,202,727,797,0,36.6,2023-10-13T06:00:00+00:00,PT60M
33,206,748,851,16.2,388,378,713,0,32.4,2023-10-13T07:00:00+00:00,PT60M
34,200,746,831,29.8,490,110,584,0,31.1,2023-10-13T08:00:00+00:00,PT60M
35,188,718,738,20.4,380,273,584,0,28.4,2023-10-13T09:00:00+00:00,PT60M
34,173,640,578,1.6,189,603,568,0,31.9,2023-10-13T10:00:00+00:00,PT60M
33,139,516,374,3.6,154,451,363,0,35.9,2023-10-13T11:00:00+00:00,PT60M
32,82,302,158,12.9,103,129,139,0,35.1,2023-10-13T12:00:00+00:00,PT60M
32,11,24,13,15.3,11,2,11,0,36.8,2023-10-13T13:00:00+00:00,PT60M
30,0,0,0,5.3,0,0,0,0,41.3,2023-10-13T14:00:00+00:00,PT60M
28,0,0,0,0.8,0,0,0,0,47.5,2023-10-13T15:00:00+00:00,PT60M
26,0,0,0,0,0,0,0,0,50.2,2023-10-13T16:00:00+00:00,PT60M
26,0,0,0,0,0,0,0,0,51.2,2023-10-13T17:00:00+00:00,PT60M
25,0,0,0,0,0,0,0,0,54.1,2023-10-13T18:00:00+00:00,PT60M
25,0,0,0,0,0,0,0,0,55.6,2023-10-13T19:00:00+00:00,PT60M
24,0,0,0,7.9,0,0,0,0,56.8,2023-10-13T20:00:00+00:00,PT60M
24,0,0,0,4,0,0,0,0,56.3,2023-10-13T21:00:00+00:00,PT60M
23,0,0,0,0,0,0,0,0,57.9,2023-10-13T22:00:00+00:00,PT60M
23,0,0,0,0,0,0,0,0,60.3,2023-10-13T23:00:00+00:00,PT60M
23,0,0,0,0,0,0,0,0,57.2,2023-10-14T00:00:00+00:00,PT60M
24,0,0,0,0,0,0,0,0,54,2023-10-14T01:00:00+00:00,PT60M
24,50,153,77,6.8,51,121,75,0,53.3,2023-10-14T02:00:00+00:00,PT60M
25,121,420,277,0,121,420,277,0,52.9,2023-10-14T03:00:00+00:00,PT60M
26,170,569,489,3.6,195,493,472,0,52.6,2023-10-14T04:00:00+00:00,PT60M
28,201,651,666,6,260,516,624,0,46.4,2023-10-14T05:00:00+00:00,PT60M
32,228,679,782,4.5,277,576,747,0,36.4,2023-10-14T06:00:00+00:00,PT60M
33,276,618,808,14.7,429,303,689,0,32.2,2023-10-14T07:00:00+00:00,PT60M
34,281,593,780,22.8,487,136,602,0,31.5,2023-10-14T08:00:00+00:00,PT60M
35,257,569,691,22.6,436,130,534,0,30.5,2023-10-14T09:00:00+00:00,PT60M
34,194,582,560,14.7,298,284,478,0,32.8,2023-10-14T10:00:00+00:00,PT60M
32,149,468,360,27.5,235,56,258,0,35.3,2023-10-14T11:00:00+00:00,PT60M
32,84,254,148,18.7,109,41,121,0,33.5,2023-10-14T12:00:00+00:00,PT60M
32,10,18,12,13.4,10,0,10,0,33.8,2023-10-14T13:00:00+00:00,PT60M
31,0,0,0,16.3,0,0,0,0,37.3,2023-10-14T14:00:00+00:00,PT60M
30,0,0,0,0.8,0,0,0,0,41.9,2023-10-14T15:00:00+00:00,PT60M
28,0,0,0,0,0,0,0,0,44.4,2023-10-14T16:00:00+00:00,PT60M
27,0,0,0,0,0,0,0,0,45.3,2023-10-14T17:00:00+00:00,PT60M
27,0,0,0,0,0,0,0,0,46.5,2023-10-14T18:00:00+00:00,PT60M
26,0,0,0,0,0,0,0,0,47.4,2023-10-14T19:00:00+00:00,PT60M
25,0,0,0,0,0,0,0,0,49.7,2023-10-14T20:00:00+00:00,PT60M
25,0,0,0,9.6,0,0,0,0,51.3,2023-10-14T21:00:00+00:00,PT60M
24,0,0,0,19.9,0,0,0,0,54.5,2023-10-14T22:00:00+00:00,PT60M
23,0,0,0,0,0,0,0,0,57.2,2023-10-14T23:00:00+00:00,PT60M
23,0,0,0,0,0,0,0,0,56.8,2023-10-15T00:00:00+00:00,PT60M
24,0,0,0,2.6,0,0,0,0,56.3,2023-10-15T01:00:00+00:00,PT60M
24,51,86,67,0.8,51,86,67,0,56.3,2023-10-15T02:00:00+00:00,PT60M
25,139,294,248,0,139,294,248,0,56,2023-10-15T03:00:00+00:00,PT60M
26,205,443,453,0,205,443,453,0,56.4,2023-10-15T04:00:00+00:00,PT60M
28,243,547,632,0,243,547,632,0,52.5,2023-10-15T05:00:00+00:00,PT60M
31,255,619,759,0,255,619,759,0,42,2023-10-15T06:00:00+00:00,PT60M
33,256,652,814,0,256,652,814,0,36.1,2023-10-15T07:00:00+00:00,PT60M
33,250,648,793,15.5,397,324,671,0,33.9,2023-10-15T08:00:00+00:00,PT60M
35,239,603,697,32.2,452,27,472,0,31.1,2023-10-15T09:00:00+00:00,PT60M
34,217,504,533,29.7,339,53,370,0,34.4,2023-10-15T10:00:00+00:00,PT60M
32,167,360,330,44.1,185,7,189,0,38.6,2023-10-15T11:00:00+00:00,PT60M
32,89,152,128,22.2,97,7,98,0,36.3,2023-10-15T12:00:00+00:00,PT60M
32,9,5,10,24.8,8,0,8,0,36.2,2023-10-15T13:00:00+00:00,PT60M
31,0,0,0,38.5,0,0,0,0,40.3,2023-10-15T14:00:00+00:00,PT60M
29,0,0,0,33.4,0,0,0,0,46.1,2023-10-15T15:00:00+00:00,PT60M
27,0,0,0,23.5,0,0,0,0,50,2023-10-15T16:00:00+00:00,PT60M
27,0,0,0,29.6,0,0,0,0,52.5,2023-10-15T17:00:00+00:00,PT60M
26,0,0,0,31.7,0,0,0,0,56.5,2023-10-15T18:00:00+00:00,PT60M
26,0,0,0,26,0,0,0,0,59.6,2023-10-15T19:00:00+00:00,PT60M
25,0,0,0,18.6,0,0,0,0,63,2023-10-15T20:00:00+00:00,PT60M
24,0,0,0,9.6,0,0,0,0,66.2,2023-10-15T21:00:00+00:00,PT60M
24,0,0,0,8.4,0,0,0,0,69.5,2023-10-15T22:00:00+00:00,PT60M
23,0,0,0,5.8,0,0,0,0,71.5,2023-10-15T23:00:00+00:00,PT60M
24,0,0,0,9.3,0,0,0,0,68.6,2023-10-16T00:00:00+00:00,PT60M
25,0,0,0,46.4,0,0,0,0,67,2023-10-16T01:00:00+00:00,PT60M
25,50,57,61,21.3,48,4,49,0,67.4,2023-10-16T02:00:00+00:00,PT60M
25,140,248,232,26.8,171,0,171,0,67.3,2023-10-16T03:00:00+00:00,PT60M
26,206,412,436,33.3,288,2,289,0,66.5,2023-10-16T04:00:00+00:00,PT60M
27,240,528,615,11.9,321,308,546,0,59.6,2023-10-16T05:00:00+00:00,PT60M
30,269,566,727,0,269,566,727,0,47.8,2023-10-16T06:00:00+00:00,PT60M
32,343,440,718,5.1,385,348,682,0,41.9,2023-10-16T07:00:00+00:00,PT60M
33,334,438,700,28.1,468,44,505,0,39.9,2023-10-16T08:00:00+00:00,PT60M
33,297,434,624,59,258,0,258,0.6,37.4,2023-10-16T09:00:00+00:00,PT60M
31,226,453,507,62.6,190,0,190,0.2,44,2023-10-16T10:00:00+00:00,PT60M
29,165,350,321,30.8,213,13,218,0.1,53.4,2023-10-16T11:00:00+00:00,PT60M
29,86,155,126,14.9,103,9,105,0,52.3,2023-10-16T12:00:00+00:00,PT60M
30,9,5,9,0,9,5,9,0,52,2023-10-16T13:00:00+00:00,PT60M
29,0,0,0,0,0,0,0,0,54.4,2023-10-16T14:00:00+00:00,PT60M
28,0,0,0,0,0,0,0,0,56.5,2023-10-16T15:00:00+00:00,PT60M
27,0,0,0,5.3,0,0,0,0,59.6,2023-10-16T16:00:00+00:00,PT60M
26,0,0,0,1,0,0,0,0,64.3,2023-10-16T17:00:00+00:00,PT60M
25,0,0,0,0,0,0,0,0,69.1,2023-10-16T18:00:00+00:00,PT60M
24,0,0,0,0,0,0,0,0,70.7,2023-10-16T19:00:00+00:00,PT60M
24,0,0,0,0,0,0,0,0,71.7,2023-10-16T20:00:00+00:00,PT60M
23,0,0,0,10.4,0,0,0,0,71,2023-10-16T21:00:00+00:00,PT60M
23,0,0,0,49.5,0,0,0,0,70.9,2023-10-16T22:00:00+00:00,PT60M
22,0,0,0,47.8,0,0,0,0,72,2023-10-16T23:00:00+00:00,PT60M
23,0,0,0,40.2,0,0,0,0,70.7,2023-10-17T00:00:00+00:00,PT60M
23,0,0,0,30,0,0,0,0,69.8,2023-10-17T01:00:00+00:00,PT60M
23,49,49,59,10.7,52,17,54,0,66.9,2023-10-17T02:00:00+00:00,PT60M
24,142,221,224,12.8,172,60,195,0,62.4,2023-10-17T03:00:00+00:00,PT60M
25,214,380,425,22.7,301,49,331,0,58.8,2023-10-17T04:00:00+00:00,PT60M
27,256,490,602,0.7,261,477,599,0,52.8,2023-10-17T05:00:00+00:00,PT60M
30,279,548,722,4.3,320,459,690,0,46,2023-10-17T06:00:00+00:00,PT60M
31,310,524,755,7.1,376,383,701,0,42.1,2023-10-17T07:00:00+00:00,PT60M
32,311,503,728,30.2,484,29,508,0,39.2,2023-10-17T08:00:00+00:00,PT60M
33,294,447,631,19,409,137,512,0,35.4,2023-10-17T09:00:00+00:00,PT60M
32,259,329,464,18.9,327,76,374,0,37.3,2023-10-17T10:00:00+00:00,PT60M
31,184,209,277,16.3,207,52,226,0,40.5,2023-10-17T11:00:00+00:00,PT60M
31,87,71,105,9.3,86,41,98,0,37.7,2023-10-17T12:00:00+00:00,PT60M
31,8,1,8,48.2,4,0,4,0,37.9,2023-10-17T13:00:00+00:00,PT60M
30,0,0,0,25.1,0,0,0,0,43.3,2023-10-17T14:00:00+00:00,PT60M
28,0,0,0,19.2,0,0,0,0,50.5,2023-10-17T15:00:00+00:00,PT60M
26,0,0,0,8.7,0,0,0,0,56.4,2023-10-17T16:00:00+00:00,PT60M
25,0,0,0,3.2,0,0,0,0,59.5,2023-10-17T17:00:00+00:00,PT60M
25,0,0,0,0,0,0,0,0,60.7,2023-10-17T18:00:00+00:00,PT60M
25,0,0,0,0,0,0,0,0,60.8,2023-10-17T19:00:00+00:00,PT60M
24,0,0,0,0,0,0,0,0,62.1,2023-10-17T20:00:00+00:00,PT60M
24,0,0,0,0,0,0,0,0,63.2,2023-10-17T21:00:00+00:00,PT60M
23,0,0,0,0,0,0,0,0,64.5,2023-10-17T22:00:00+00:00,PT60M
22,0,0,0,0,0,0,0,0,65.8,2023-10-17T23:00:00+00:00,PT60M
23,0,0,0,0,0,0,0,0,64.7,2023-10-18T00:00:00+00:00,PT60M
23,0,0,0,0,0,0,0,0,63.9,2023-10-18T01:00:00+00:00,PT60M
24,49,40,56,0,49,40,56,0,63.6,2023-10-18T02:00:00+00:00,PT60M
25,144,204,219,0,144,204,219,0,60.5,2023-10-18T03:00:00+00:00,PT60M
25,220,359,419,0,220,359,419,0,58,2023-10-18T04:00:00+00:00,PT60M
27,268,463,594,0,268,463,594,0,54,2023-10-18T05:00:00+00:00,PT60M
30,290,529,716,0,290,529,716,0,45.8,2023-10-18T06:00:00+00:00,PT60M
32,283,587,780,3,315,521,756,0,40.4,2023-10-18T07:00:00+00:00,PT60M
33,272,593,763,19,446,207,619,0,37.3,2023-10-18T08:00:00+00:00,PT60M
34,250,565,673,25.2,439,86,503,0,34.2,2023-10-18T09:00:00+00:00,PT60M
33,209,518,527,27.5,333,78,385,0,36.7,2023-10-18T10:00:00+00:00,PT60M
31,158,392,330,42.3,191,0,191,0,40.6,2023-10-18T11:00:00+00:00,PT60M
32,83,182,128,27.2,91,1,91,0,39.6,2023-10-18T12:00:00+00:00,PT60M
31,8,6,9,14.2,7,0,7,0,39.7,2023-10-18T13:00:00+00:00,PT60M
31,0,0,0,13.7,0,0,0,0,43,2023-10-18T14:00:00+00:00,PT60M
29,0,0,0,2.4,0,0,0,0,49.2,2023-10-18T15:00:00+00:00,PT60M
27,0,0,0,0,0,0,0,0,53.4,2023-10-18T16:00:00+00:00,PT60M
26,0,0,0,0,0,0,0,0,55.8,2023-10-18T17:00:00+00:00,PT60M
25,0,0,0,0,0,0,0,0,58.7,2023-10-18T18:00:00+00:00,PT60M
25,0,0,0,0,0,0,0,0,60.4,2023-10-18T19:00:00+00:00,PT60M
24,0,0,0,0,0,0,0,0,63.3,2023-10-18T20:00:00+00:00,PT60M
24,0,0,0,0,0,0,0,0,66.8,2023-10-18T21:00:00+00:00,PT60M
23,0,0,0,0,0,0,0,0,70.3,2023-10-18T22:00:00+00:00,PT60M
23,0,0,0,0,0,0,0,0,73.1,2023-10-18T23:00:00+00:00,PT60M
23,0,0,0,0,0,0,0,0,72.1,2023-10-19T00:00:00+00:00,PT60M
23,0,0,0,0,0,0,0,0,70.7,2023-10-19T01:00:00+00:00,PT60M
24,48,110,68,0,48,110,68,0,69.3,2023-10-19T02:00:00+00:00,PT60M
24,126,367,258,0,126,367,258,0,66.5,2023-10-19T03:00:00+00:00,PT60M
25,189,490,458,0,189,490,458,0,65.5,2023-10-19T04:00:00+00:00,PT60M
27,226,578,631,0,226,578,631,0,61.6,2023-10-19T05:00:00+00:00,PT60M
30,250,618,745,0,250,618,745,0,51.9,2023-10-19T06:00:00+00:00,PT60M
31,286,580,775,10.3,388,366,695,0,45.5,2023-10-19T07:00:00+00:00,PT60M
32,286,561,748,20.8,468,151,593,0,42.1,2023-10-19T08:00:00+00:00,PT60M
33,269,512,651,18.4,409,165,531,0,37.9,2023-10-19T09:00:00+00:00,PT60M
32,239,404,486,28.7,346,0,347,0,39.6,2023-10-19T10:00:00+00:00,PT60M
31,174,265,290,13.4,212,89,249,0,43.5,2023-10-19T11:00:00+00:00,PT60M
31,83,97,107,25.7,78,45,90,0,41.7,2023-10-19T12:00:00+00:00,PT60M
31,7,2,7,17.6,6,0,6,0,41.6,2023-10-19T13:00:00+00:00,PT60M
30,0,0,0,23.8,0,0,0,0,46.5,2023-10-19T14:00:00+00:00,PT60M
28,0,0,0,18.4,0,0,0,0,52.8,2023-10-19T15:00:00+00:00,PT60M
27,0,0,0,22,0,0,0,0,56.2,2023-10-19T16:00:00+00:00,PT60M
26,0,0,0,9.9,0,0,0,0,59.9,2023-10-19T17:00:00+00:00,PT60M
25,0,0,0,8.7,0,0,0,0,63,2023-10-19T18:00:00+00:00,PT60M
25,0,0,0,0,0,0,0,0,63,2023-10-19T19:00:00+00:00,PT60M
25,0,0,0,0,0,0,0,0,65.3,2023-10-19T20:00:00+00:00,PT60M
24,0,0,0,0,0,0,0,0,67.9,2023-10-19T21:00:00+00:00,PT60M
24,0,0,0,0,0,0,0,0,71.8,2023-10-19T22:00:00+00:00,PT60M
23,0,0,0,0,0,0,0,0,75.3,2023-10-19T23:00:00+00:00,PT60M
23,0,0,0,0,0,0,0,0,72.6,2023-10-20T00:00:00+00:00,PT60M
23,0,0,0,0,0,0,0,0,70.1,2023-10-20T01:00:00+00:00,PT60M
24,47,47,56,0,47,47,56,0,68.7,2023-10-20T02:00:00+00:00,PT60M
25,140,222,221,0,140,222,221,0,65.7,2023-10-20T03:00:00+00:00,PT60M
25,213,378,420,0,213,378,420,0,63.9,2023-10-20T04:00:00+00:00,PT60M
27,258,480,593,0,258,480,593,0,58.9,2023-10-20T05:00:00+00:00,PT60M
30,280,542,713,0,280,542,713,0,50.3,2023-10-20T06:00:00+00:00,PT60M
31,274,594,772,12.1,389,346,678,0,45.5,2023-10-20T07:00:00+00:00,PT60M
32,265,594,752,27.5,468,95,546,0,43.5,2023-10-20T08:00:00+00:00,PT60M
32,248,551,657,27.1,400,105,475,0,42.2,2023-10-20T09:00:00+00:00,PT60M
31,222,450,496,36.2,316,0,316,0.1,47.8,2023-10-20T10:00:00+00:00,PT60M
30,164,317,302,32.3,202,0,202,0,52.8,2023-10-20T11:00:00+00:00,PT60M
30,81,128,112,35.4,70,0,70,0,49.9,2023-10-20T12:00:00+00:00,PT60M
30,7,3,7,48.1,4,0,4,0,49.6,2023-10-20T13:00:00+00:00,PT60M
29,0,0,0,56.9,0,0,0,0,54.7,2023-10-20T14:00:00+00:00,PT60M
27,0,0,0,41.6,0,0,0,0,61.3,2023-10-20T15:00:00+00:00,PT60M
26,0,0,0,51.1,0,0,0,0,64.4,2023-10-20T16:00:00+00:00,PT60M
26,0,0,0,43.3,0,0,0,0,64.1,2023-10-20T17:00:00+00:00,PT60M
26,0,0,0,53.4,0,0,0,0,65.1,2023-10-20T18:00:00+00:00,PT60M
25,0,0,0,45.9,0,0,0,0,67.5,2023-10-20T19:00:00+00:00,PT60M
24,0,0,0,35.4,0,0,0,0,70.5,2023-10-20T20:00:00+00:00,PT60M
24,0,0,0,38.8,0,0,0,0,72.4,2023-10-20T21:00:00+00:00,PT60M
23,0,0,0,47.5,0,0,0,0,73.7,2023-10-20T22:00:00+00:00,PT60M
23,0,0,0,35.3,0,0,0,0,74.8,2023-10-20T23:00:00+00:00,PT60M
23,0,0,0,38.2,0,0,0,0,72.2,2023-10-21T00:00:00+00:00,PT60M
23,0,0,0,40.8,0,0,0,0,69.1,2023-10-21T01:00:00+00:00,PT60M
23,47,76,60,49.1,28,0,28,0,64.2,2023-10-21T02:00:00+00:00,PT60M
24,132,297,239,59.3,98,0,98,0,58.2,2023-10-21T03:00:00+00:00,PT60M
25,195,457,444,57.8,191,0,191,0,54.7,2023-10-21T04:00:00+00:00,PT60M
27,234,553,618,36.3,368,40,397,0,49.3,2023-10-21T05:00:00+00:00,PT60M
30,269,576,726,3.1,298,510,704,0,42.7,2023-10-21T06:00:00+00:00,PT60M
31,339,454,718,16.4,468,160,601,0,39.6,2023-10-21T07:00:00+00:00,PT60M
32,338,428,688,0.4,341,421,685,0,36.8,2023-10-21T08:00:00+00:00,PT60M
33,303,412,606,6.2,349,300,568,0,33.2,2023-10-21T09:00:00+00:00,PT60M
32,215,486,507,1,223,465,502,0,37.8,2023-10-21T10:00:00+00:00,PT60M
30,154,387,320,3.3,163,336,311,0,43.5,2023-10-21T11:00:00+00:00,PT60M
30,79,171,119,22.2,86,21,93,0,44.5,2023-10-21T12:00:00+00:00,PT60M
30,6,5,7,39.6,5,0,5,0,46.1,2023-10-21T13:00:00+00:00,PT60M
29,0,0,0,40.7,0,0,0,0,49.7,2023-10-21T14:00:00+00:00,PT60M
28,0,0,0,41.8,0,0,0,0,53.3,2023-10-21T15:00:00+00:00,PT60M
27,0,0,0,42.8,0,0,0,0,53.9,2023-10-21T16:00:00+00:00,PT60M
26,0,0,0,38.3,0,0,0,0,55.7,2023-10-21T17:00:00+00:00,PT60M
25,0,0,0,36.2,0,0,0,0,57,2023-10-21T18:00:00+00:00,PT60M
24,0,0,0,12.8,0,0,0,0,57.4,2023-10-21T19:00:00+00:00,PT60M
23,0,0,0,8.9,0,0,0,0,60.4,2023-10-21T20:00:00+00:00,PT60M
23,0,0,0,0,0,0,0,0,63.2,2023-10-21T21:00:00+00:00,PT60M
23,0,0,0,0,0,0,0,0,65.3,2023-10-21T22:00:00+00:00,PT60M
23,0,0,0,7.6,0,0,0,0,67.2,2023-10-21T23:00:00+00:00,PT60M
23,0,0,0,1.6,0,0,0,0,66,2023-10-22T00:00:00+00:00,PT60M
24,0,0,0,0,0,0,0,0,64.9,2023-10-22T01:00:00+00:00,PT60M
24,46,79,60,0.5,47,73,59,0,63.5,2023-10-22T02:00:00+00:00,PT60M
25,130,312,241,0.6,131,305,240,0,60.7,2023-10-22T03:00:00+00:00,PT60M
25,186,487,450,0,186,487,450,0,56.4,2023-10-22T04:00:00+00:00,PT60M
28,216,596,629,0,216,596,629,0,49.2,2023-10-22T05:00:00+00:00,PT60M
31,232,651,747,0,232,651,747,0,41,2023-10-22T06:00:00+00:00,PT60M
32,271,607,776,0.8,279,590,770,0,36.3,2023-10-22T07:00:00+00:00,PT60M
32,262,606,755,16.4,419,262,631,0,33.1,2023-10-22T08:00:00+00:00,PT60M
33,243,571,662,6.2,298,440,622,0,30,2023-10-22T09:00:00+00:00,PT60M
32,229,428,487,8.4,278,277,446,0,34.2,2023-10-22T10:00:00+00:00,PT60M
31,168,286,290,36.1,183,0,183,0,39.3,2023-10-22T11:00:00+00:00,PT60M
31,80,110,106,46.4,55,0,55,0,37.8,2023-10-22T12:00:00+00:00,PT60M
31,6,2,6,42.7,5,0,5,0,37.3,2023-10-22T13:00:00+00:00,PT60M
30,0,0,0,38.9,0,0,0,0,41.6,2023-10-22T14:00:00+00:00,PT60M
28,0,0,0,6.7,0,0,0,0,47,2023-10-22T15:00:00+00:00,PT60M
27,0,0,0,9,0,0,0,0,49,2023-10-22T16:00:00+00:00,PT60M
26,0,0,0,4.5,0,0,0,0,51.8,2023-10-22T17:00:00+00:00,PT60M
25,0,0,0,0.8,0,0,0,0,52.5,2023-10-22T18:00:00+00:00,PT60M
24,0,0,0,0,0,0,0,0,52.8,2023-10-22T19:00:00+00:00,PT60M
24,0,0,0,0.8,0,0,0,0,55.4,2023-10-22T20:00:00+00:00,PT60M
23,0,0,0,0,0,0,0,0,57.6,2023-10-22T21:00:00+00:00,PT60M
